co2_ppmv,gpp_percent,d17o_o2_permil
194,136.626757,-0.340948
194,137.065401,-0.340721
194,137.504045,-0.340496
194,137.942689,-0.340275
194,138.381332,-0.340056
194,138.819976,-0.339840
194,139.258620,-0.339627
194,139.697264,-0.339418
194,140.135908,-0.339211
194,140.574551,-0.339008
194,141.013195,-0.338807
194,141.451839,-0.338611
194,141.890483,-0.338418
194,142.329127,-0.338228
194,142.767770,-0.338042
194,143.206414,-0.337860
194,143.645058,-0.337682
194,144.083702,-0.337507
194,144.522346,-0.337337
194,144.960989,-0.337171
194,145.399633,-0.337009
194,145.838277,-0.336851
194,146.276921,-0.336698
194,146.715565,-0.336549
194,147.154208,-0.336405
194,147.592852,-0.336266
194,148.031496,-0.336131
294,51.968504,-0.524613
294,52.407148,-0.522658
294,52.845792,-0.520730
294,53.284435,-0.518828
294,53.723079,-0.516952
294,54.161723,-0.515103
294,54.600367,-0.513279
294,55.039011,-0.511480
294,55.477654,-0.509705
294,55.916298,-0.507956
294,56.354942,-0.506230
294,56.793586,-0.504529
294,57.232230,-0.502851
294,57.670873,-0.501196
294,58.109517,-0.499565
294,58.548161,-0.497955
294,58.986805,-0.496369
294,59.425449,-0.494804
294,59.864092,-0.493261
294,60.302736,-0.491739
294,60.741380,-0.490239
294,61.180024,-0.488759
294,61.618668,-0.487300
294,62.057311,-0.485861
294,62.495955,-0.484442
294,62.934599,-0.483042
294,63.373243,-0.481662
294,63.811887,-0.480301
294,64.250530,-0.478959
294,64.689174,-0.477636
294,65.127818,-0.476330
294,65.566462,-0.475043
294,66.005106,-0.473773
294,66.443749,-0.472521
294,66.882393,-0.471285
294,67.321037,-0.470067
294,67.759681,-0.468865
294,68.198325,-0.467680
294,68.636968,-0.466511
294,69.075612,-0.465357
294,69.514256,-0.464220
294,69.952900,-0.463097
294,70.391544,-0.461990
294,70.830187,-0.460897
294,71.268831,-0.459819
294,71.707475,-0.458756
294,72.146119,-0.457706
294,72.584763,-0.456670
294,73.023406,-0.455648
294,73.462050,-0.454640
294,73.900694,-0.453645
294,74.339338,-0.452662
294,74.777982,-0.451692
294,75.216625,-0.450735
294,75.655269,-0.449790
294,76.093913,-0.448857
294,76.532557,-0.447936
294,76.971201,-0.447027
