co2_ppmv,gpp_percent,d17o_o2_permil
494,132.569901,-0.445206
494,132.976785,-0.444626
494,133.383670,-0.444049
494,133.790554,-0.443476
494,134.197438,-0.442906
494,134.604322,-0.442339
494,135.011206,-0.441776
494,135.418090,-0.441217
494,135.824974,-0.440661
494,136.231858,-0.440108
494,136.638742,-0.439560
494,137.045626,-0.439015
494,137.452510,-0.438474
494,137.859394,-0.437937
494,138.266278,-0.437403
494,138.673162,-0.436874
494,139.080047,-0.436349
494,139.486931,-0.435829
494,139.893815,-0.435312
494,140.300699,-0.434800
494,140.707583,-0.434292
494,141.114467,-0.433789
494,141.521351,-0.433290
494,141.928235,-0.432796
494,142.335119,-0.432307
494,142.742003,-0.431823
494,143.148887,-0.431344
494,143.555771,-0.430869
494,143.962655,-0.430400
494,144.369539,-0.429936
494,144.776423,-0.429478
494,145.183308,-0.429025
494,145.590192,-0.428577
494,145.997076,-0.428135
494,146.403960,-0.427699
494,146.810844,-0.427269
494,147.217728,-0.426845
494,147.624612,-0.426427
494,148.031496,-0.426015
594,71.653543,-0.642909
594,72.002301,-0.641336
594,72.351059,-0.639775
594,72.699817,-0.638227
594,73.048574,-0.636691
594,73.397332,-0.635167
594,73.746090,-0.633656
594,74.094848,-0.632156
594,74.443606,-0.630667
594,74.792363,-0.629191
594,75.141121,-0.627726
594,75.489879,-0.626272
594,75.838637,-0.624830
594,76.187394,-0.623398
594,76.536152,-0.621978
594,76.884910,-0.620569
594,77.233668,-0.619171
594,77.582425,-0.617783
594,77.931183,-0.616407
594,78.279941,-0.615040
594,78.628699,-0.613684
594,78.977457,-0.612339
594,79.326214,-0.611004
594,79.674972,-0.609678
594,80.023730,-0.608363
594,80.372488,-0.607058
594,80.721245,-0.605762
594,81.070003,-0.604476
594,81.418761,-0.603200
594,81.767519,-0.601934
594,82.116277,-0.600676
594,82.465034,-0.599428
594,82.813792,-0.598190
594,83.162550,-0.596960
594,83.511308,-0.595739
594,83.860065,-0.594527
594,84.208823,-0.593324
594,84.557581,-0.592130
594,84.906339,-0.590945
594,85.255097,-0.589768
594,85.603854,-0.588599
594,85.952612,-0.587439
594,86.301370,-0.586287
594,86.650128,-0.585143
594,86.998885,-0.584007
594,87.347643,-0.582880
594,87.696401,-0.581760
594,88.045159,-0.580648
594,88.393917,-0.579543
594,88.742674,-0.578447
594,89.091432,-0.577358
594,89.440190,-0.576276
594,89.788948,-0.575202
594,90.137705,-0.574135
594,90.486463,-0.573075
594,90.835221,-0.572022
594,91.183979,-0.570977
594,91.532736,-0.569938
594,91.881494,-0.568907
594,92.230252,-0.567882
594,92.579010,-0.566864
594,92.927768,-0.565852
594,93.276525,-0.564847
594,93.625283,-0.563849
594,93.974041,-0.562857
594,94.322799,-0.561871
594,94.671556,-0.560892
594,95.020314,-0.559918
594,95.369072,-0.558951
594,95.717830,-0.557990
594,96.066588,-0.557035
594,96.415345,-0.556086
594,96.764103,-0.555143
594,97.112861,-0.554205
594,97.461619,-0.553274
594,97.810376,-0.552347
594,98.159134,-0.551427
594,98.507892,-0.550512
594,98.856650,-0.549602
594,99.205408,-0.548698
594,99.554165,-0.547799
594,99.902923,-0.546905
594,100.251681,-0.546016
594,100.600439,-0.545132
594,100.949196,-0.544254
594,101.297954,-0.543380
594,101.646712,-0.542512
594,101.995470,-0.541648
594,102.344228,-0.540789
594,102.692985,-0.539935
594,103.041743,-0.539085
594,103.390501,-0.538240
594,103.739259,-0.537400
594,104.088016,-0.536564
594,104.436774,-0.535733
594,104.785532,-0.534906
594,105.134290,-0.534083
594,105.483047,-0.533265
594,105.831805,-0.532451
594,106.180563,-0.531641
594,106.529321,-0.530835
594,106.878079,-0.530033
594,107.226836,-0.529236
594,107.575594,-0.528442
594,107.924352,-0.527652
594,108.273110,-0.526866
594,108.621867,-0.526084
594,108.970625,-0.525306
594,109.319383,-0.524531
594,109.668141,-0.523761
594,110.016899,-0.522994
594,110.365656,-0.522230
594,110.714414,-0.521470
594,111.063172,-0.520714
594,111.411930,-0.519961
594,111.760687,-0.519211
594,112.109445,-0.518465
594,112.458203,-0.517722
594,112.806961,-0.516983
594,113.155719,-0.516247
594,113.504476,-0.515514
594,113.853234,-0.514784
594,114.201992,-0.514058
594,114.550750,-0.513334
594,114.899507,-0.512614
594,115.248265,-0.511897
594,115.597023,-0.511183
594,115.945781,-0.510472
594,116.294539,-0.509764
594,116.643296,-0.509058
594,116.992054,-0.508356
594,117.340812,-0.507657
594,117.689570,-0.506960
594,118.038327,-0.506266
594,118.387085,-0.505575
594,118.735843,-0.504887
594,119.084601,-0.504202
594,119.433359,-0.503519
594,119.782116,-0.502839
594,120.130874,-0.502161
594,120.479632,-0.501487
594,120.828390,-0.500814
594,121.177147,-0.500145
594,121.525905,-0.499478
594,121.874663,-0.498813
594,122.223421,-0.498151
594,122.572178,-0.497492
594,122.920936,-0.496835
594,123.269694,-0.496181
594,123.618452,-0.495529
594,123.967210,-0.494879
594,124.315967,-0.494232
594,124.664725,-0.493587
594,125.013483,-0.492945
594,125.362241,-0.492305
594,125.710998,-0.491667
594,126.059756,-0.491032
594,126.408514,-0.490399
594,126.757272,-0.489769
594,127.106030,-0.489140
594,127.454787,-0.488514
594,127.803545,-0.487891
594,128.152303,-0.487269
594,128.501061,-0.486650
594,128.849818,-0.486033
594,129.198576,-0.485419
594,129.547334,-0.484806
594,129.896092,-0.484196
594,130.244850,-0.483588
594,130.593607,-0.482983
594,130.942365,-0.482379
594,131.291123,-0.481778
594,131.639881,-0.481179
594,131.988638,-0.480583
594,132.337396,-0.479988
594,132.686154,-0.479396
594,133.034912,-0.478806
594,133.383670,-0.478218
594,133.732427,-0.477633
594,134.081185,-0.477049
594,134.429943,-0.476468
594,134.778701,-0.475890
594,135.127458,-0.475313
594,135.476216,-0.474739
594,135.824974,-0.474167
594,136.173732,-0.473597
594,136.522489,-0.473030
594,136.871247,-0.472465
594,137.220005,-0.471902
594,137.568763,-0.471341
594,137.917521,-0.470783
594,138.266278,-0.470227
594,138.615036,-0.469674
594,138.963794,-0.469122
594,139.312552,-0.468574
594,139.661309,-0.468027
594,140.010067,-0.467483
594,140.358825,-0.466941
594,140.707583,-0.466402
594,141.056341,-0.465865
594,141.405098,-0.465331
594,141.753856,-0.464799
594,142.102614,-0.464270
594,142.451372,-0.463743
594,142.800129,-0.463219
594,143.148887,-0.462697
594,143.497645,-0.462178
594,143.846403,-0.461661
594,144.195161,-0.461147
594,144.543918,-0.460636
594,144.892676,-0.460127
594,145.241434,-0.459621
594,145.590192,-0.459118
594,145.938949,-0.458618
594,146.287707,-0.458120
594,146.636465,-0.457625
594,146.985223,-0.457133
594,147.333981,-0.456644
594,147.682738,-0.456157
594,148.031496,-0.455674
694,84.908136,-0.643307
694,85.196371,-0.642183
694,85.484606,-0.641065
694,85.772840,-0.639953
694,86.061075,-0.638848
694,86.349309,-0.637748
694,86.637544,-0.636654
694,86.925778,-0.635566
694,87.214013,-0.634484
694,87.502247,-0.633408
694,87.790482,-0.632338
694,88.078716,-0.631274
694,88.366951,-0.630215
694,88.655185,-0.629162
694,88.943420,-0.628114
694,89.231654,-0.627072
694,89.519889,-0.626036
694,89.808123,-0.625005
694,90.096358,-0.623980
694,90.384592,-0.622960
694,90.672827,-0.621945
694,90.961061,-0.620936
694,91.249296,-0.619932
694,91.537530,-0.618933
694,91.825765,-0.617939
694,92.113999,-0.616950
694,92.402234,-0.615967
694,92.690468,-0.614988
694,92.978703,-0.614015
694,93.266938,-0.613047
694,93.555172,-0.612083
694,93.843407,-0.611125
694,94.131641,-0.610171
694,94.419876,-0.609222
694,94.708110,-0.608278
694,94.996345,-0.607338
694,95.284579,-0.606403
694,95.572814,-0.605473
694,95.861048,-0.604548
694,96.149283,-0.603627
694,96.437517,-0.602711
694,96.725752,-0.601799
694,97.013986,-0.600891
694,97.302221,-0.599988
694,97.590455,-0.599090
694,97.878690,-0.598195
694,98.166924,-0.597305
694,98.455159,-0.596420
694,98.743393,-0.595538
694,99.031628,-0.594661
694,99.319862,-0.593788
694,99.608097,-0.592919
694,99.896331,-0.592054
694,100.184566,-0.591193
694,100.472800,-0.590336
694,100.761035,-0.589483
694,101.049270,-0.588635
694,101.337504,-0.587790
694,101.625739,-0.586948
694,101.913973,-0.586111
694,102.202208,-0.585278
694,102.490442,-0.584448
694,102.778677,-0.583622
694,103.066911,-0.582800
694,103.355146,-0.581982
694,103.643380,-0.581167
694,103.931615,-0.580356
694,104.219849,-0.579548
694,104.508084,-0.578744
694,104.796318,-0.577943
694,105.084553,-0.577146
694,105.372787,-0.576353
694,105.661022,-0.575563
694,105.949256,-0.574776
694,106.237491,-0.573992
694,106.525725,-0.573212
694,106.813960,-0.572436
694,107.102194,-0.571662
694,107.390429,-0.570892
694,107.678663,-0.570125
694,107.966898,-0.569361
694,108.255132,-0.568601
694,108.543367,-0.567843
694,108.831602,-0.567089
694,109.119836,-0.566338
694,109.408071,-0.565589
694,109.696305,-0.564844
694,109.984540,-0.564102
694,110.272774,-0.563363
694,110.561009,-0.562627
694,110.849243,-0.561893
694,111.137478,-0.561163
694,111.425712,-0.560436
694,111.713947,-0.559711
694,112.002181,-0.558989
694,112.290416,-0.558270
694,112.578650,-0.557554
694,112.866885,-0.556840
694,113.155119,-0.556130
694,113.443354,-0.555422
694,113.731588,-0.554716
694,114.019823,-0.554013
694,114.308057,-0.553313
694,114.596292,-0.552616
694,114.884526,-0.551921
694,115.172761,-0.551229
694,115.460995,-0.550539
694,115.749230,-0.549852
694,116.037464,-0.549167
694,116.325699,-0.548485
694,116.613934,-0.547805
694,116.902168,-0.547128
694,117.190403,-0.546453
694,117.478637,-0.545780
694,117.766872,-0.545110
694,118.055106,-0.544443
694,118.343341,-0.543777
694,118.631575,-0.543114
694,118.919810,-0.542453
694,119.208044,-0.541795
694,119.496279,-0.541139
694,119.784513,-0.540485
694,120.072748,-0.539833
694,120.360982,-0.539183
694,120.649217,-0.538536
694,120.937451,-0.537891
694,121.225686,-0.537248
694,121.513920,-0.536607
694,121.802155,-0.535968
694,122.090389,-0.535332
694,122.378624,-0.534697
694,122.666858,-0.534065
694,122.955093,-0.533435
694,123.243327,-0.532807
694,123.531562,-0.532180
694,123.819796,-0.531556
694,124.108031,-0.530934
694,124.396266,-0.530314
694,124.684500,-0.529696
694,124.972735,-0.529079
694,125.260969,-0.528465
694,125.549204,-0.527853
694,125.837438,-0.527243
694,126.125673,-0.526634
694,126.413907,-0.526028
694,126.702142,-0.525423
694,126.990376,-0.524820
694,127.278611,-0.524219
694,127.566845,-0.523620
694,127.855080,-0.523023
694,128.143314,-0.522428
694,128.431549,-0.521834
694,128.719783,-0.521243
694,129.008018,-0.520653
694,129.296252,-0.520065
694,129.584487,-0.519478
694,129.872721,-0.518894
694,130.160956,-0.518311
694,130.449190,-0.517730
694,130.737425,-0.517151
694,131.025659,-0.516574
694,131.313894,-0.515998
694,131.602129,-0.515424
694,131.890363,-0.514852
694,132.178598,-0.514281
694,132.466832,-0.513712
694,132.755067,-0.513145
694,133.043301,-0.512580
694,133.331536,-0.512016
694,133.619770,-0.511454
694,133.908005,-0.510894
694,134.196239,-0.510335
694,134.484474,-0.509778
694,134.772708,-0.509223
694,135.060943,-0.508669
694,135.349177,-0.508117
694,135.637412,-0.507567
694,135.925646,-0.507018
694,136.213881,-0.506471
694,136.502115,-0.505926
694,136.790350,-0.505382
694,137.078584,-0.504840
694,137.366819,-0.504299
694,137.655053,-0.503761
694,137.943288,-0.503223
694,138.231522,-0.502688
694,138.519757,-0.502154
694,138.807991,-0.501622
694,139.096226,-0.501091
694,139.384461,-0.500562
694,139.672695,-0.500034
694,139.960930,-0.499509
694,140.249164,-0.498984
694,140.537399,-0.498462
694,140.825633,-0.497941
694,141.113868,-0.497422
694,141.402102,-0.496904
694,141.690337,-0.496388
694,141.978571,-0.495873
694,142.266806,-0.495361
694,142.555040,-0.494849
694,142.843275,-0.494340
694,143.131509,-0.493832
694,143.419744,-0.493326
694,143.707978,-0.492821
694,143.996213,-0.492318
694,144.284447,-0.491817
694,144.572682,-0.491317
694,144.860916,-0.490819
694,145.149151,-0.490323
694,145.437385,-0.489829
694,145.725620,-0.489336
694,146.013854,-0.488844
694,146.302089,-0.488355
694,146.590323,-0.487867
694,146.878558,-0.487381
694,147.166793,-0.486896
694,147.455027,-0.486413
694,147.743262,-0.485932
694,148.031496,-0.485453
794,98.031496,-0.643332
794,98.259807,-0.642535
794,98.488117,-0.641740
794,98.716428,-0.640948
794,98.944738,-0.640160
794,99.173049,-0.639373
794,99.401359,-0.638590
794,99.629670,-0.637809
794,99.857980,-0.637031
794,100.086291,-0.636255
794,100.314601,-0.635482
794,100.542912,-0.634712
794,100.771222,-0.633945
794,100.999533,-0.633180
794,101.227843,-0.632417
794,101.456154,-0.631657
794,101.684464,-0.630900
794,101.912775,-0.630145
794,102.141085,-0.629393
794,102.369396,-0.628643
794,102.597706,-0.627896
794,102.826017,-0.627152
794,103.054327,-0.626409
794,103.282638,-0.625670
794,103.510948,-0.624933
794,103.739259,-0.624198
794,103.967569,-0.623466
794,104.195880,-0.622736
794,104.424190,-0.622008
794,104.652501,-0.621283
794,104.880811,-0.620560
794,105.109122,-0.619840
794,105.337432,-0.619122
794,105.565743,-0.618407
794,105.794053,-0.617693
794,106.022364,-0.616982
794,106.250674,-0.616274
794,106.478985,-0.615568
794,106.707295,-0.614864
794,106.935606,-0.614162
794,107.163916,-0.613462
794,107.392227,-0.612765
794,107.620537,-0.612070
794,107.848848,-0.611378
794,108.077158,-0.610687
794,108.305469,-0.609999
794,108.533779,-0.609313
794,108.762090,-0.608629
794,108.990400,-0.607947
794,109.218711,-0.607267
794,109.447021,-0.606590
794,109.675332,-0.605915
794,109.903642,-0.605242
794,110.131953,-0.604571
794,110.360263,-0.603902
794,110.588574,-0.603235
794,110.816884,-0.602570
794,111.045195,-0.601908
794,111.273505,-0.601247
794,111.501816,-0.600588
794,111.730126,-0.599932
794,111.958437,-0.599277
794,112.186747,-0.598625
794,112.415058,-0.597975
794,112.643368,-0.597326
794,112.871679,-0.596680
794,113.099989,-0.596035
794,113.328300,-0.595393
794,113.556610,-0.594752
794,113.784921,-0.594113
794,114.013231,-0.593477
794,114.241542,-0.592842
794,114.469852,-0.592209
794,114.698163,-0.591578
794,114.926473,-0.590949
794,115.154784,-0.590322
794,115.383094,-0.589697
794,115.611405,-0.589073
794,115.839715,-0.588452
794,116.068026,-0.587832
794,116.296336,-0.587214
794,116.524647,-0.586598
794,116.752957,-0.585983
794,116.981268,-0.585371
794,117.209578,-0.584760
794,117.437889,-0.584151
794,117.666199,-0.583544
794,117.894510,-0.582939
794,118.122820,-0.582335
794,118.351131,-0.581733
794,118.579441,-0.581133
794,118.807752,-0.580534
794,119.036062,-0.579938
794,119.264373,-0.579343
794,119.492683,-0.578749
794,119.720994,-0.578158
794,119.949304,-0.577568
794,120.177615,-0.576979
794,120.405925,-0.576393
794,120.634236,-0.575808
794,120.862546,-0.575224
794,121.090857,-0.574642
794,121.319167,-0.574062
794,121.547478,-0.573484
794,121.775788,-0.572907
794,122.004099,-0.572331
794,122.232409,-0.571758
794,122.460720,-0.571185
794,122.689030,-0.570615
794,122.917341,-0.570046
794,123.145651,-0.569478
794,123.373962,-0.568912
794,123.602272,-0.568348
794,123.830583,-0.567785
794,124.058893,-0.567223
794,124.287204,-0.566663
794,124.515514,-0.566105
794,124.743825,-0.565548
794,124.972135,-0.564992
794,125.200446,-0.564438
794,125.428756,-0.563886
794,125.657067,-0.563335
794,125.885377,-0.562785
794,126.113688,-0.562237
794,126.341998,-0.561690
794,126.570309,-0.561145
794,126.798619,-0.560601
794,127.026930,-0.560058
794,127.255240,-0.559517
794,127.483551,-0.558977
794,127.711861,-0.558439
794,127.940172,-0.557902
794,128.168482,-0.557366
794,128.396793,-0.556832
794,128.625103,-0.556299
794,128.853414,-0.555767
794,129.081724,-0.555237
794,129.310035,-0.554708
794,129.538345,-0.554180
794,129.766656,-0.553654
794,129.994966,-0.553129
794,130.223277,-0.552605
794,130.451587,-0.552083
794,130.679898,-0.551561
794,130.908208,-0.551041
794,131.136519,-0.550523
794,131.364829,-0.550005
794,131.593140,-0.549489
794,131.821450,-0.548974
794,132.049761,-0.548461
794,132.278071,-0.547948
794,132.506382,-0.547437
794,132.734692,-0.546927
794,132.963003,-0.546418
794,133.191313,-0.545911
794,133.419624,-0.545404
794,133.647934,-0.544899
794,133.876245,-0.544395
794,134.104555,-0.543892
794,134.332866,-0.543391
794,134.561176,-0.542890
794,134.789487,-0.542391
794,135.017797,-0.541893
794,135.246108,-0.541395
794,135.474418,-0.540900
794,135.702729,-0.540405
794,135.931039,-0.539911
794,136.159350,-0.539418
794,136.387660,-0.538927
794,136.615971,-0.538437
794,136.844281,-0.537947
794,137.072592,-0.537459
794,137.300902,-0.536972
794,137.529213,-0.536486
794,137.757523,-0.536001
794,137.985834,-0.535517
794,138.214144,-0.535035
794,138.442455,-0.534553
794,138.670765,-0.534072
794,138.899076,-0.533592
794,139.127386,-0.533114
794,139.355697,-0.532636
794,139.584007,-0.532160
794,139.812318,-0.531684
794,140.040628,-0.531210
794,140.268939,-0.530736
794,140.497249,-0.530264
794,140.725560,-0.529792
794,140.953870,-0.529322
794,141.182181,-0.528852
794,141.410491,-0.528384
794,141.638802,-0.527916
794,141.867113,-0.527449
794,142.095423,-0.526984
794,142.323734,-0.526519
794,142.552044,-0.526055
794,142.780355,-0.525593
794,143.008665,-0.525131
794,143.236976,-0.524670
794,143.465286,-0.524210
794,143.693597,-0.523751
794,143.921907,-0.523293
794,144.150218,-0.522836
794,144.378528,-0.522380
794,144.606839,-0.521924
794,144.835149,-0.521470
794,145.063460,-0.521016
794,145.291770,-0.520564
794,145.520081,-0.520112
794,145.748391,-0.519661
794,145.976702,-0.519211
794,146.205012,-0.518762
794,146.433323,-0.518314
794,146.661633,-0.517867
794,146.889944,-0.517420
794,147.118254,-0.516975
794,147.346565,-0.516530
794,147.574875,-0.516086
794,147.803186,-0.515643
794,148.031496,-0.515201
894,110.761155,-0.643270
894,110.931339,-0.642717
894,111.101523,-0.642166
894,111.271707,-0.641617
894,111.441892,-0.641068
894,111.612076,-0.640520
894,111.782260,-0.639974
894,111.952444,-0.639429
894,112.122629,-0.638885
894,112.292813,-0.638342
894,112.462997,-0.637800
894,112.633181,-0.637260
894,112.803365,-0.636720
894,112.973550,-0.636182
894,113.143734,-0.635645
894,113.313918,-0.635109
894,113.484102,-0.634574
894,113.654286,-0.634040
894,113.824471,-0.633508
894,113.994655,-0.632976
894,114.164839,-0.632446
894,114.335023,-0.631917
894,114.505207,-0.631388
894,114.675392,-0.630861
894,114.845576,-0.630336
894,115.015760,-0.629811
894,115.185944,-0.629287
894,115.356128,-0.628764
894,115.526313,-0.628243
894,115.696497,-0.627723
894,115.866681,-0.627203
894,116.036865,-0.626685
894,116.207049,-0.626168
894,116.377234,-0.625652
894,116.547418,-0.625137
894,116.717602,-0.624623
894,116.887786,-0.624110
894,117.057970,-0.623598
894,117.228155,-0.623087
894,117.398339,-0.622578
894,117.568523,-0.622069
894,117.738707,-0.621562
894,117.908892,-0.621055
894,118.079076,-0.620550
894,118.249260,-0.620045
894,118.419444,-0.619542
894,118.589628,-0.619039
894,118.759813,-0.618538
894,118.929997,-0.618038
894,119.100181,-0.617538
894,119.270365,-0.617040
894,119.440549,-0.616543
894,119.610734,-0.616047
894,119.780918,-0.615552
894,119.951102,-0.615057
894,120.121286,-0.614564
894,120.291470,-0.614072
894,120.461655,-0.613581
894,120.631839,-0.613091
894,120.802023,-0.612602
894,120.972207,-0.612114
894,121.142391,-0.611626
894,121.312576,-0.611140
894,121.482760,-0.610655
894,121.652944,-0.610171
894,121.823128,-0.609687
894,121.993312,-0.609205
894,122.163497,-0.608724
894,122.333681,-0.608244
894,122.503865,-0.607764
894,122.674049,-0.607286
894,122.844234,-0.606808
894,123.014418,-0.606332
894,123.184602,-0.605856
894,123.354786,-0.605382
894,123.524970,-0.604908
894,123.695155,-0.604435
894,123.865339,-0.603963
894,124.035523,-0.603493
894,124.205707,-0.603023
894,124.375891,-0.602554
894,124.546076,-0.602086
894,124.716260,-0.601619
894,124.886444,-0.601152
894,125.056628,-0.600687
894,125.226812,-0.600223
894,125.396997,-0.599759
894,125.567181,-0.599297
894,125.737365,-0.598835
894,125.907549,-0.598374
894,126.077733,-0.597914
894,126.247918,-0.597455
894,126.418102,-0.596997
894,126.588286,-0.596540
894,126.758470,-0.596084
894,126.928654,-0.595629
894,127.098839,-0.595174
894,127.269023,-0.594720
894,127.439207,-0.594268
894,127.609391,-0.593816
894,127.779575,-0.593365
894,127.949760,-0.592915
894,128.119944,-0.592465
894,128.290128,-0.592017
894,128.460312,-0.591569
894,128.630497,-0.591123
894,128.800681,-0.590677
894,128.970865,-0.590232
894,129.141049,-0.589787
894,129.311233,-0.589344
894,129.481418,-0.588902
894,129.651602,-0.588460
894,129.821786,-0.588019
894,129.991970,-0.587579
894,130.162154,-0.587140
894,130.332339,-0.586701
894,130.502523,-0.586264
894,130.672707,-0.585827
894,130.842891,-0.585391
894,131.013075,-0.584956
894,131.183260,-0.584522
894,131.353444,-0.584088
894,131.523628,-0.583656
894,131.693812,-0.583224
894,131.863996,-0.582793
894,132.034181,-0.582362
894,132.204365,-0.581933
894,132.374549,-0.581504
894,132.544733,-0.581076
894,132.714917,-0.580649
894,132.885102,-0.580223
894,133.055286,-0.579797
894,133.225470,-0.579372
894,133.395654,-0.578948
894,133.565839,-0.578525
894,133.736023,-0.578102
894,133.906207,-0.577681
894,134.076391,-0.577260
894,134.246575,-0.576839
894,134.416760,-0.576420
894,134.586944,-0.576001
894,134.757128,-0.575583
894,134.927312,-0.575166
894,135.097496,-0.574749
894,135.267681,-0.574333
894,135.437865,-0.573918
894,135.608049,-0.573504
894,135.778233,-0.573090
894,135.948417,-0.572678
894,136.118602,-0.572265
894,136.288786,-0.571854
894,136.458970,-0.571443
894,136.629154,-0.571033
894,136.799338,-0.570624
894,136.969523,-0.570215
894,137.139707,-0.569807
894,137.309891,-0.569400
894,137.480075,-0.568994
894,137.650259,-0.568588
894,137.820444,-0.568183
894,137.990628,-0.567779
894,138.160812,-0.567375
894,138.330996,-0.566972
894,138.501181,-0.566569
894,138.671365,-0.566168
894,138.841549,-0.565767
894,139.011733,-0.565366
894,139.181917,-0.564967
894,139.352102,-0.564568
894,139.522286,-0.564169
894,139.692470,-0.563772
894,139.862654,-0.563375
894,140.032838,-0.562978
894,140.203023,-0.562583
894,140.373207,-0.562188
894,140.543391,-0.561793
894,140.713575,-0.561399
894,140.883759,-0.561006
894,141.053944,-0.560614
894,141.224128,-0.560222
894,141.394312,-0.559831
894,141.564496,-0.559440
894,141.734680,-0.559050
894,141.904865,-0.558661
894,142.075049,-0.558272
894,142.245233,-0.557884
894,142.415417,-0.557497
894,142.585601,-0.557110
894,142.755786,-0.556723
894,142.925970,-0.556338
894,143.096154,-0.555953
894,143.266338,-0.555568
894,143.436522,-0.555184
894,143.606707,-0.554801
894,143.776891,-0.554418
894,143.947075,-0.554036
894,144.117259,-0.553655
894,144.287444,-0.553274
894,144.457628,-0.552894
894,144.627812,-0.552514
894,144.797996,-0.552135
894,144.968180,-0.551756
894,145.138365,-0.551378
894,145.308549,-0.551001
894,145.478733,-0.550624
894,145.648917,-0.550248
894,145.819101,-0.549872
894,145.989286,-0.549497
894,146.159470,-0.549122
894,146.329654,-0.548748
894,146.499838,-0.548374
894,146.670022,-0.548001
894,146.840207,-0.547629
894,147.010391,-0.547257
894,147.180575,-0.546885
894,147.350759,-0.546515
894,147.520943,-0.546144
894,147.691128,-0.545774
894,147.861312,-0.545405
894,148.031496,-0.545036
994,122.834646,-0.643162
994,122.949700,-0.642808
994,123.064754,-0.642453
994,123.179808,-0.642100
994,123.294862,-0.641746
994,123.409916,-0.641393
994,123.524970,-0.641041
994,123.640024,-0.640688
994,123.755079,-0.640336
994,123.870133,-0.639985
994,123.985187,-0.639634
994,124.100241,-0.639283
994,124.215295,-0.638932
994,124.330349,-0.638582
994,124.445403,-0.638232
994,124.560457,-0.637882
994,124.675511,-0.637533
994,124.790566,-0.637185
994,124.905620,-0.636836
994,125.020674,-0.636488
994,125.135728,-0.636140
994,125.250782,-0.635793
994,125.365836,-0.635446
994,125.480890,-0.635100
994,125.595944,-0.634753
994,125.710998,-0.634408
994,125.826053,-0.634062
994,125.941107,-0.633717
994,126.056161,-0.633372
994,126.171215,-0.633028
994,126.286269,-0.632684
994,126.401323,-0.632341
994,126.516377,-0.631998
994,126.631431,-0.631655
994,126.746485,-0.631312
994,126.861540,-0.630970
994,126.976594,-0.630629
994,127.091648,-0.630288
994,127.206702,-0.629947
994,127.321756,-0.629606
994,127.436810,-0.629266
994,127.551864,-0.628927
994,127.666918,-0.628587
994,127.781972,-0.628249
994,127.897027,-0.627910
994,128.012081,-0.627572
994,128.127135,-0.627234
994,128.242189,-0.626897
994,128.357243,-0.626560
994,128.472297,-0.626224
994,128.587351,-0.625888
994,128.702405,-0.625552
994,128.817459,-0.625217
994,128.932514,-0.624882
994,129.047568,-0.624548
994,129.162622,-0.624214
994,129.277676,-0.623880
994,129.392730,-0.623547
994,129.507784,-0.623214
994,129.622838,-0.622881
994,129.737892,-0.622549
994,129.852946,-0.622218
994,129.968001,-0.621887
994,130.083055,-0.621556
994,130.198109,-0.621225
994,130.313163,-0.620895
994,130.428217,-0.620566
994,130.543271,-0.620237
994,130.658325,-0.619908
994,130.773379,-0.619580
994,130.888433,-0.619252
994,131.003488,-0.618924
994,131.118542,-0.618597
994,131.233596,-0.618270
994,131.348650,-0.617944
994,131.463704,-0.617618
994,131.578758,-0.617293
994,131.693812,-0.616967
994,131.808866,-0.616643
994,131.923920,-0.616319
994,132.038975,-0.615995
994,132.154029,-0.615671
994,132.269083,-0.615348
994,132.384137,-0.615026
994,132.499191,-0.614704
994,132.614245,-0.614382
994,132.729299,-0.614060
994,132.844353,-0.613739
994,132.959407,-0.613419
994,133.074462,-0.613099
994,133.189516,-0.612779
994,133.304570,-0.612460
994,133.419624,-0.612141
994,133.534678,-0.611822
994,133.649732,-0.611504
994,133.764786,-0.611186
994,133.879840,-0.610869
994,133.994894,-0.610552
994,134.109949,-0.610236
994,134.225003,-0.609920
994,134.340057,-0.609604
994,134.455111,-0.609289
994,134.570165,-0.608974
994,134.685219,-0.608659
994,134.800273,-0.608345
994,134.915327,-0.608031
994,135.030381,-0.607718
994,135.145436,-0.607405
994,135.260490,-0.607093
994,135.375544,-0.606781
994,135.490598,-0.606469
994,135.605652,-0.606158
994,135.720706,-0.605847
994,135.835760,-0.605536
994,135.950814,-0.605226
994,136.065868,-0.604916
994,136.180923,-0.604607
994,136.295977,-0.604298
994,136.411031,-0.603990
994,136.526085,-0.603681
994,136.641139,-0.603374
994,136.756193,-0.603066
994,136.871247,-0.602759
994,136.986301,-0.602453
994,137.101355,-0.602146
994,137.216410,-0.601840
994,137.331464,-0.601535
994,137.446518,-0.601230
994,137.561572,-0.600925
994,137.676626,-0.600621
994,137.791680,-0.600317
994,137.906734,-0.600013
994,138.021788,-0.599710
994,138.136842,-0.599407
994,138.251897,-0.599104
994,138.366951,-0.598802
994,138.482005,-0.598501
994,138.597059,-0.598199
994,138.712113,-0.597898
994,138.827167,-0.597597
994,138.942221,-0.597297
994,139.057275,-0.596997
994,139.172329,-0.596697
994,139.287384,-0.596398
994,139.402438,-0.596099
994,139.517492,-0.595801
994,139.632546,-0.595502
994,139.747600,-0.595205
994,139.862654,-0.594907
994,139.977708,-0.594610
994,140.092762,-0.594313
994,140.207816,-0.594017
994,140.322871,-0.593720
994,140.437925,-0.593425
994,140.552979,-0.593129
994,140.668033,-0.592834
