species,reservoir,sign,coefficient,reaction,rate_law,support,source,note
CO18O_trop,troposphere,source,1.0,k_ST_CO18O_strat,1.00000000e+00 * CO18O_strat,printed; isotopologue analogy,Young Section 3.3,strat -> trop transport
CO18O_trop,troposphere,source,1.0,resp_O18O,7.85700255e-04 * O18O_trop,printed; isotopologue fractionation,Young Table 2; Sections 3.4-3.5,Respiration fractionation constants are printed; isotopologue ODE is inferred.
CO17O_trop,troposphere,sink,1.0,CO17O_ocean_infusion,1.17200000e-01 * CO17O_trop,inferred isotopologue analogue,Young Table 2; Eq. 27 analogue,Heavy-CO2 analogue is not written as a full ODE.
CO17O_trop,troposphere,sink,1.0,CO17O_weathering,2.08000000e-04 * CO17O_trop,inferred isotopologue analogue,Young Table 2; Eq. 27 analogue,CO17O drawdown by weathering into geosphere O
CO17O_trop,troposphere,sink,1.0,R8d,1.00000000e+00 * CO17O_trop,printed+folded reservoir,Young Table 2,CO17O + H2O -> CO2 + H2-17O
CO17O_trop,troposphere,sink,1.0,k_TS_CO17O_trop,1.00000000e-01 * CO17O_trop,printed; isotopologue analogy,Young Section 3.3,trop -> strat transport
CO17O_trop,troposphere,sink,1.0,photo_CO17O_sink,2.31608981e+13 * 1,ambiguous inferred term,Young Eq. 27 analogue,CO17O photosynthetic sink mode=o2_source_water
CO17O_trop,troposphere,source,1.0,CO17O_source,2.23533160e+12 * 1,printed; isotopologue scaling,Young Table 2 footnotes,source scaled by R17_SMOW
CO17O_trop,troposphere,source,1.0,R8c,3.89120395e-04 * CO2_trop,printed+folded reservoir,Young Table 2,CO2 + H2-17O -> CO17O + H2O
CO17O_trop,troposphere,source,1.0,co17o_modern_closure,1.23585331e+11 * 1,diagnostic closure,not paper-derived,diagnostic modern CO17O closure
CO17O_trop,troposphere,source,1.0,k_ST_CO17O_strat,1.00000000e+00 * CO17O_strat,printed; isotopologue analogy,Young Section 3.3,strat -> trop transport
CO17O_trop,troposphere,source,1.0,resp_O17O,7.92604854e-04 * O17O_trop,printed; isotopologue fractionation,Young Table 2; Sections 3.4-3.5,Respiration fractionation constants are printed; isotopologue ODE is inferred.
O_geo,geosphere,source,1.0,CO17O_weathering,2.08000000e-04 * CO17O_trop,inferred isotopologue analogue,Young Table 2; Eq. 27 analogue,CO17O drawdown by weathering into geosphere O
O_geo,geosphere,source,1.0,CO18O_weathering,2.08000000e-04 * CO18O_trop,inferred isotopologue analogue,Young Table 2; Eq. 27 analogue,CO18O drawdown by weathering into geosphere O
O_geo,geosphere,source,2.0,CO2_weathering,2.08000000e-04 * CO2_trop,printed,Young Table 2; Eq. 27,CO2 drawdown by weathering into geosphere O
O_geo,geosphere,source,1.0,O17O_weathering_geo,6.00000000e-07 * O17O_trop,inferred isotopologue analogue,Young Table 2; Section 3.6,O17O weathering uptake by geosphere
O_geo,geosphere,source,1.0,O18O_weathering_geo,6.00000000e-07 * O18O_trop,inferred isotopologue analogue,Young Table 2; Section 3.6,O18O weathering uptake by geosphere
O_geo,geosphere,source,2.0,O2_weathering_geo,6.00000000e-07 * O2_trop,printed,Young Table 2; Section 3.6,O2 weathering uptake by geosphere
O18_geo,geosphere,source,1.0,CO18O_weathering,2.08000000e-04 * CO18O_trop,inferred isotopologue analogue,Young Table 2; Eq. 27 analogue,CO18O drawdown by weathering into geosphere O
O18_geo,geosphere,source,1.0,O18O_weathering_geo,6.00000000e-07 * O18O_trop,inferred isotopologue analogue,Young Table 2; Section 3.6,O18O weathering uptake by geosphere
O17_geo,geosphere,source,1.0,CO17O_weathering,2.08000000e-04 * CO17O_trop,inferred isotopologue analogue,Young Table 2; Eq. 27 analogue,CO17O drawdown by weathering into geosphere O
O17_geo,geosphere,source,1.0,O17O_weathering_geo,6.00000000e-07 * O17O_trop,inferred isotopologue analogue,Young Table 2; Section 3.6,O17O weathering uptake by geosphere
